date,time,product,now_weight,req_weight,final_weight,task_state,reason
2026-03-21,06:08:04,Palm Oil,100.2,65.0,92.2,Sucess,Outfeed Oven request to stop
2026-03-21,06:08:27,Palm Oil,92.2,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:13:38,Palm Oil,99.8,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,06:14:01,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:19:20,Palm Oil,99.8,65.0,92.4,Sucess,Outfeed Oven request to stop
2026-03-21,06:19:42,Palm Oil,92.4,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:25:09,Palm Oil,99.0,65.0,91.8,Sucess,Outfeed Oven request to stop
2026-03-21,06:25:33,Palm Oil,91.8,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:31:16,Palm Oil,99.6,65.0,91.0,Sucess,Outfeed Oven request to stop
2026-03-21,06:31:41,Palm Oil,91.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:37:39,Palm Oil,99.8,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,06:38:02,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:43:48,Palm Oil,99.6,65.0,91.0,Sucess,Outfeed Oven request to stop
2026-03-21,06:44:12,Palm Oil,91.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:50:12,Palm Oil,99.8,65.0,92.2,Sucess,Outfeed Oven request to stop
2026-03-21,06:50:36,Palm Oil,92.2,100.0,99.0,Sucess,Required weight reached
2026-03-21,06:56:31,Palm Oil,99.8,65.0,91.0,Sucess,Outfeed Oven request to stop
2026-03-21,06:56:56,Palm Oil,91.6,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:03:13,Palm Oil,99.8,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:03:36,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:09:34,Palm Oil,99.6,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:09:58,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:15:51,Palm Oil,99.0,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:16:15,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:22:20,Palm Oil,99.8,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:22:44,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:28:47,Palm Oil,99.0,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:29:11,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:35:33,Palm Oil,99.0,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:35:56,Palm Oil,92.0,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:41:59,Palm Oil,99.8,65.0,92.0,Sucess,Outfeed Oven request to stop
2026-03-21,07:42:23,Palm Oil,91.8,100.0,99.0,Sucess,Required weight reached
2026-03-21,07:48:26,Palm Oil,99.8,65.0,92.0,Sucess,Outfeed Oven request to stop
