date,time,product,now_weight,req_weight,final_weight,task_state,reason
2026-05-09,06:07:17,SN.C&C,100.0,65.0,93.4,Sucess,[outfeed] Oven request to stop
2026-05-09,06:07:41,SN.C&C,93.4,100.0,99.0,Sucess,[Infeed] Required weight reached
2026-05-09,06:12:38,SN.C&C,99.8,65.0,92.6,Sucess,[outfeed] Oven request to stop
2026-05-09,06:13:04,SN.C&C,92.6,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,06:18:05,SN.C&C,99.8,65.0,92.6,Sucess,[outfeed] Oven request to stop
2026-05-09,06:18:31,SN.C&C,92.6,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,06:25:15,SN.C&C,99.8,65.0,92.4,Sucess,[outfeed] Oven request to stop
2026-05-09,06:25:42,SN.C&C,92.4,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,06:31:33,SN.C&C,99.8,65.0,92.8,Sucess,[outfeed] Oven request to stop
2026-05-09,06:31:59,SN.C&C,92.8,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,06:37:41,SN.C&C,99.8,65.0,92.4,Sucess,[outfeed] Oven request to stop
2026-05-09,06:38:07,SN.C&C,92.4,100.0,99.6,Sucess,[Infeed] Required weight reached
2026-05-09,06:44:06,SN.C&C,99.6,65.0,92.6,Sucess,[outfeed] Oven request to stop
2026-05-09,06:44:32,SN.C&C,92.6,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,06:49:43,SN.C&C,99.8,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,06:50:11,SN.C&C,92.0,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,06:55:32,SN.C&C,99.0,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,06:55:59,SN.C&C,92.2,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,07:01:31,SN.C&C,99.8,65.0,92.4,Sucess,[outfeed] Oven request to stop
2026-05-09,07:01:57,SN.C&C,92.4,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,07:07:52,SN.C&C,99.8,65.0,92.4,Sucess,[outfeed] Oven request to stop
2026-05-09,07:08:18,SN.C&C,92.0,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,09:45:56,SN.C&C,99.0,65.0,92.0,Sucess,[outfeed] Oven request to stop
2026-05-09,09:46:20,SN.C&C,92.0,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,09:51:09,SN.C&C,99.8,65.0,91.8,Sucess,[outfeed] Oven request to stop
2026-05-09,09:51:34,SN.C&C,91.8,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,09:56:25,SN.C&C,100.0,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,09:56:48,SN.C&C,92.2,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:03:57,SN.C&C,100.0,65.0,92.4,Sucess,[outfeed] Oven request to stop
2026-05-09,10:04:20,SN.C&C,92.4,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,10:09:18,SN.C&C,100.0,65.0,91.8,Sucess,[outfeed] Oven request to stop
2026-05-09,10:09:43,SN.C&C,91.8,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,10:14:56,SN.C&C,100.0,65.0,92.0,Sucess,[outfeed] Oven request to stop
2026-05-09,10:15:21,SN.C&C,92.0,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:20:24,SN.C&C,100.0,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,10:20:48,SN.C&C,92.2,100.0,99.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:26:08,SN.C&C,100.0,65.0,92.6,Sucess,[outfeed] Oven request to stop
2026-05-09,10:26:31,SN.C&C,92.0,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:32:02,SN.C&C,100.0,65.0,92.0,Sucess,[outfeed] Oven request to stop
2026-05-09,10:32:25,SN.C&C,92.0,100.0,99.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:37:17,SN.C&C,100.0,65.0,91.8,Sucess,[outfeed] Oven request to stop
2026-05-09,10:37:41,SN.C&C,91.0,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,10:42:59,SN.C&C,99.8,65.0,92.0,Sucess,[outfeed] Oven request to stop
2026-05-09,10:43:24,SN.C&C,92.0,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,10:48:26,SN.C&C,99.8,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,10:48:50,SN.C&C,92.2,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:53:46,SN.C&C,100.0,65.0,92.8,Sucess,[outfeed] Oven request to stop
2026-05-09,10:54:09,SN.C&C,92.8,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,10:58:58,SN.C&C,100.0,65.0,92.6,Sucess,[outfeed] Oven request to stop
2026-05-09,10:59:21,SN.C&C,92.6,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,11:04:06,SN.C&C,99.8,65.0,92.0,Sucess,[outfeed] Oven request to stop
2026-05-09,11:04:30,SN.C&C,92.0,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,11:17:22,SN.C&C,99.8,65.0,91.8,Sucess,[outfeed] Oven request to stop
2026-05-09,11:17:46,SN.C&C,91.8,100.0,99.0,Sucess,[Infeed] Required weight reached
2026-05-09,11:22:51,SN.C&C,99.0,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,11:23:15,SN.C&C,92.2,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,11:28:04,SN.C&C,100.0,65.0,91.8,Sucess,[outfeed] Oven request to stop
2026-05-09,11:28:28,SN.C&C,91.8,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,11:33:43,SN.C&C,100.0,65.0,92.2,Sucess,[outfeed] Oven request to stop
2026-05-09,11:34:07,SN.C&C,92.2,100.0,100.0,Sucess,[Infeed] Required weight reached
2026-05-09,11:39:06,SN.C&C,100.0,65.0,91.0,Sucess,[outfeed] Oven request to stop
2026-05-09,11:39:31,SN.C&C,91.0,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,11:44:46,SN.C&C,99.8,65.0,92.4,Sucess,[outfeed] Oven request to stop
2026-05-09,11:45:10,SN.C&C,92.4,100.0,99.8,Sucess,[Infeed] Required weight reached
2026-05-09,11:50:00,SN.C&C,100.0,65.0,92.0,Sucess,[outfeed] Oven request to stop
2026-05-09,11:50:24,SN.C&C,92.0,100.0,99.8,Sucess,[Infeed] Required weight reached
